YEAR,MONTH,HOUR,NODE_1,NODE_2,VALUE
2030,12,10.0,KENXX,TZAXX,0.0
2030,12,11.0,KENXX,TZAXX,0.0
2030,12,12.0,KENXX,TZAXX,0.0
2030,12,13.0,KENXX,TZAXX,0.0
2030,12,14.0,KENXX,TZAXX,0.0
2030,12,15.0,KENXX,TZAXX,0.0
2030,12,16.0,KENXX,TZAXX,0.0
2030,12,17.0,KENXX,TZAXX,0.0
2030,12,18.0,KENXX,TZAXX,0.0
2030,12,19.0,KENXX,TZAXX,0.0
2030,12,20.0,KENXX,TZAXX,0.0
2030,12,21.0,KENXX,TZAXX,0.0
2030,12,22.0,KENXX,TZAXX,0.0
2030,12,23.0,KENXX,TZAXX,0.0
2030,12,24.0,KENXX,TZAXX,0.0
2031,1,1.0,KENXX,TZAXX,0.0
2031,1,2.0,KENXX,TZAXX,0.0
2031,1,3.0,KENXX,TZAXX,0.0
2031,1,4.0,KENXX,TZAXX,0.0
2031,1,5.0,KENXX,TZAXX,0.0
2031,1,6.0,KENXX,TZAXX,0.0
2031,1,7.0,KENXX,TZAXX,0.0
2031,1,8.0,KENXX,TZAXX,0.0
2031,1,9.0,KENXX,TZAXX,0.0
2031,1,10.0,KENXX,TZAXX,0.0
2031,1,11.0,KENXX,TZAXX,0.0
2031,1,12.0,KENXX,TZAXX,0.0
2031,1,13.0,KENXX,TZAXX,0.0
2031,1,14.0,KENXX,TZAXX,0.0
2031,1,15.0,KENXX,TZAXX,0.0
2031,1,16.0,KENXX,TZAXX,0.0
2031,1,17.0,KENXX,TZAXX,0.0
2031,1,18.0,KENXX,TZAXX,0.0
2031,1,19.0,KENXX,TZAXX,0.0
2031,1,20.0,KENXX,TZAXX,0.0
2031,1,21.0,KENXX,TZAXX,0.0
2031,1,22.0,KENXX,TZAXX,0.0
2031,1,23.0,KENXX,TZAXX,0.0
2031,1,24.0,KENXX,TZAXX,0.0
2031,2,1.0,KENXX,TZAXX,0.0
2031,2,2.0,KENXX,TZAXX,0.0
2031,2,3.0,KENXX,TZAXX,0.0
2031,2,4.0,KENXX,TZAXX,0.0
2031,2,5.0,KENXX,TZAXX,0.0
2031,2,6.0,KENXX,TZAXX,0.0
2031,2,7.0,KENXX,TZAXX,0.0
2031,2,8.0,KENXX,TZAXX,0.0
2031,2,9.0,KENXX,TZAXX,0.0
2031,2,10.0,KENXX,TZAXX,0.0
2031,2,11.0,KENXX,TZAXX,0.0
2031,2,12.0,KENXX,TZAXX,0.0
2031,2,13.0,KENXX,TZAXX,0.0
2031,2,14.0,KENXX,TZAXX,0.0
2031,2,15.0,KENXX,TZAXX,0.0
2031,2,16.0,KENXX,TZAXX,0.0
2031,2,17.0,KENXX,TZAXX,0.0
2031,2,18.0,KENXX,TZAXX,0.0
2031,2,19.0,KENXX,TZAXX,0.0
2031,2,20.0,KENXX,TZAXX,0.0
2031,2,21.0,KENXX,TZAXX,0.0
2031,2,22.0,KENXX,TZAXX,0.0
2031,2,23.0,KENXX,TZAXX,0.0
2031,2,24.0,KENXX,TZAXX,0.0
2031,3,1.0,KENXX,TZAXX,0.0
2031,3,2.0,KENXX,TZAXX,0.0
2031,3,3.0,KENXX,TZAXX,0.0
2031,3,4.0,KENXX,TZAXX,0.0
2031,3,5.0,KENXX,TZAXX,0.0
2031,3,6.0,KENXX,TZAXX,0.0
2031,3,7.0,KENXX,TZAXX,0.0
2031,3,8.0,KENXX,TZAXX,0.0
2031,3,9.0,KENXX,TZAXX,0.0
2031,3,10.0,KENXX,TZAXX,0.0
2031,3,11.0,KENXX,TZAXX,0.0
2031,3,12.0,KENXX,TZAXX,0.0
2031,3,13.0,KENXX,TZAXX,0.0
2031,3,14.0,KENXX,TZAXX,0.0
2031,3,15.0,KENXX,TZAXX,0.0
2031,3,16.0,KENXX,TZAXX,0.0
2031,3,17.0,KENXX,TZAXX,0.0
2031,3,18.0,KENXX,TZAXX,0.0
2031,3,19.0,KENXX,TZAXX,0.0
2031,3,20.0,KENXX,TZAXX,0.0
2031,3,21.0,KENXX,TZAXX,0.0
2031,3,22.0,KENXX,TZAXX,0.0
2031,3,23.0,KENXX,TZAXX,0.0
2031,3,24.0,KENXX,TZAXX,0.0
2031,4,1.0,KENXX,TZAXX,0.0
2031,4,2.0,KENXX,TZAXX,0.0
2031,4,3.0,KENXX,TZAXX,0.0
2031,4,4.0,KENXX,TZAXX,0.0
2031,4,5.0,KENXX,TZAXX,0.0
2031,4,6.0,KENXX,TZAXX,0.0
2031,4,7.0,KENXX,TZAXX,0.0
2031,4,8.0,KENXX,TZAXX,0.0
2031,4,9.0,KENXX,TZAXX,0.0
2031,4,10.0,KENXX,TZAXX,0.0
2031,4,11.0,KENXX,TZAXX,0.0
2031,4,12.0,KENXX,TZAXX,0.0
2031,4,13.0,KENXX,TZAXX,0.0
2031,4,14.0,KENXX,TZAXX,0.0
2031,4,15.0,KENXX,TZAXX,0.0
2031,4,16.0,KENXX,TZAXX,0.0
2031,4,17.0,KENXX,TZAXX,0.0
2031,4,18.0,KENXX,TZAXX,0.0
2031,4,19.0,KENXX,TZAXX,0.0
2031,4,20.0,KENXX,TZAXX,0.0
2031,4,21.0,KENXX,TZAXX,0.0
2031,4,22.0,KENXX,TZAXX,0.0
2031,4,23.0,KENXX,TZAXX,0.0
2031,4,24.0,KENXX,TZAXX,0.0
2031,5,1.0,KENXX,TZAXX,0.0
2031,5,2.0,KENXX,TZAXX,0.0
2031,5,3.0,KENXX,TZAXX,0.0
2031,5,4.0,KENXX,TZAXX,0.0
2031,5,5.0,KENXX,TZAXX,0.0
2031,5,6.0,KENXX,TZAXX,0.0
2031,5,7.0,KENXX,TZAXX,0.0
2031,5,8.0,KENXX,TZAXX,0.0
2031,5,9.0,KENXX,TZAXX,0.0
2031,5,10.0,KENXX,TZAXX,0.0
2031,5,11.0,KENXX,TZAXX,0.0
2031,5,12.0,KENXX,TZAXX,0.0
2031,5,13.0,KENXX,TZAXX,0.0
2031,5,14.0,KENXX,TZAXX,0.0
2031,5,15.0,KENXX,TZAXX,0.0
2031,5,16.0,KENXX,TZAXX,0.0
2031,5,17.0,KENXX,TZAXX,0.0
2031,5,18.0,KENXX,TZAXX,0.0
2031,5,19.0,KENXX,TZAXX,0.0
2031,5,20.0,KENXX,TZAXX,0.0
2031,5,21.0,KENXX,TZAXX,0.0
2031,5,22.0,KENXX,TZAXX,0.0
2031,5,23.0,KENXX,TZAXX,0.0
2031,5,24.0,KENXX,TZAXX,0.0
2031,6,1.0,KENXX,TZAXX,0.0
2031,6,2.0,KENXX,TZAXX,0.0
2031,6,3.0,KENXX,TZAXX,0.0
2031,6,4.0,KENXX,TZAXX,0.0
2031,6,5.0,KENXX,TZAXX,0.0
2031,6,6.0,KENXX,TZAXX,0.0
2031,6,7.0,KENXX,TZAXX,0.0
2031,6,8.0,KENXX,TZAXX,0.0
2031,6,9.0,KENXX,TZAXX,0.0
2031,6,10.0,KENXX,TZAXX,0.0
2031,6,11.0,KENXX,TZAXX,0.0
2031,6,12.0,KENXX,TZAXX,0.0
2031,6,13.0,KENXX,TZAXX,0.0
2031,6,14.0,KENXX,TZAXX,0.0
2031,6,15.0,KENXX,TZAXX,0.0
2031,6,16.0,KENXX,TZAXX,0.0
2031,6,17.0,KENXX,TZAXX,0.0
2031,6,18.0,KENXX,TZAXX,0.0
2031,6,19.0,KENXX,TZAXX,0.0
2031,6,20.0,KENXX,TZAXX,0.0
2031,6,21.0,KENXX,TZAXX,0.0
2031,6,22.0,KENXX,TZAXX,0.0
2031,6,23.0,KENXX,TZAXX,0.0
2031,6,24.0,KENXX,TZAXX,0.0
2031,7,1.0,KENXX,TZAXX,0.0
2031,7,2.0,KENXX,TZAXX,0.0
2031,7,3.0,KENXX,TZAXX,0.0
2031,7,4.0,KENXX,TZAXX,0.0
2031,7,5.0,KENXX,TZAXX,0.0
2031,7,6.0,KENXX,TZAXX,0.0
2031,7,7.0,KENXX,TZAXX,0.0
2031,7,8.0,KENXX,TZAXX,0.0
2031,7,9.0,KENXX,TZAXX,0.0
2031,7,10.0,KENXX,TZAXX,0.0
2031,7,11.0,KENXX,TZAXX,0.0
2031,7,12.0,KENXX,TZAXX,0.0
2031,7,13.0,KENXX,TZAXX,0.0
2031,7,14.0,KENXX,TZAXX,0.0
2031,7,15.0,KENXX,TZAXX,0.0
2031,7,16.0,KENXX,TZAXX,0.0
2031,7,17.0,KENXX,TZAXX,0.0
2031,7,18.0,KENXX,TZAXX,0.0
2031,7,19.0,KENXX,TZAXX,0.0
2031,7,20.0,KENXX,TZAXX,0.0
2031,7,21.0,KENXX,TZAXX,0.0
2031,7,22.0,KENXX,TZAXX,0.0
2031,7,23.0,KENXX,TZAXX,0.0
2031,7,24.0,KENXX,TZAXX,0.0
2031,8,1.0,KENXX,TZAXX,0.0
2031,8,2.0,KENXX,TZAXX,0.0
2031,8,3.0,KENXX,TZAXX,0.0
2031,8,4.0,KENXX,TZAXX,0.0
2031,8,5.0,KENXX,TZAXX,0.0
2031,8,6.0,KENXX,TZAXX,0.0
2031,8,7.0,KENXX,TZAXX,0.0
2031,8,8.0,KENXX,TZAXX,0.0
2031,8,9.0,KENXX,TZAXX,0.0
2031,8,10.0,KENXX,TZAXX,0.0
2031,8,11.0,KENXX,TZAXX,0.0
2031,8,12.0,KENXX,TZAXX,0.0
2031,8,13.0,KENXX,TZAXX,0.0
2031,8,14.0,KENXX,TZAXX,0.0
2031,8,15.0,KENXX,TZAXX,0.0
2031,8,16.0,KENXX,TZAXX,0.0
2031,8,17.0,KENXX,TZAXX,0.0
2031,8,18.0,KENXX,TZAXX,0.0
2031,8,19.0,KENXX,TZAXX,0.0
2031,8,20.0,KENXX,TZAXX,0.0
2031,8,21.0,KENXX,TZAXX,0.0
2031,8,22.0,KENXX,TZAXX,0.0
2031,8,23.0,KENXX,TZAXX,0.0
2031,8,24.0,KENXX,TZAXX,0.0
2031,9,1.0,KENXX,TZAXX,0.0
2031,9,2.0,KENXX,TZAXX,0.0
2031,9,3.0,KENXX,TZAXX,0.0
2031,9,4.0,KENXX,TZAXX,-0.32
2031,9,5.0,KENXX,TZAXX,-0.32
2031,9,6.0,KENXX,TZAXX,-0.32
2031,9,7.0,KENXX,TZAXX,-0.32
2031,9,8.0,KENXX,TZAXX,-0.32
2031,9,9.0,KENXX,TZAXX,-0.32
2031,9,10.0,KENXX,TZAXX,-0.32
2031,9,11.0,KENXX,TZAXX,-0.32
2031,9,12.0,KENXX,TZAXX,0.0
2031,9,13.0,KENXX,TZAXX,0.0
2031,9,14.0,KENXX,TZAXX,0.0
2031,9,15.0,KENXX,TZAXX,0.0
2031,9,16.0,KENXX,TZAXX,0.0
2031,9,17.0,KENXX,TZAXX,0.0
2031,9,18.0,KENXX,TZAXX,0.0
2031,9,19.0,KENXX,TZAXX,0.0
2031,9,20.0,KENXX,TZAXX,0.0
2031,9,21.0,KENXX,TZAXX,0.0
2031,9,22.0,KENXX,TZAXX,0.0
2031,9,23.0,KENXX,TZAXX,0.0
2031,9,24.0,KENXX,TZAXX,0.0
2031,10,1.0,KENXX,TZAXX,0.0
2031,10,2.0,KENXX,TZAXX,0.0
2031,10,3.0,KENXX,TZAXX,0.0
2031,10,4.0,KENXX,TZAXX,-0.32
2031,10,5.0,KENXX,TZAXX,-0.32
2031,10,6.0,KENXX,TZAXX,-0.32
2031,10,7.0,KENXX,TZAXX,-0.32
2031,10,8.0,KENXX,TZAXX,-0.32
2031,10,9.0,KENXX,TZAXX,-0.32
2031,10,10.0,KENXX,TZAXX,-0.32
2031,10,11.0,KENXX,TZAXX,-0.32
2031,10,12.0,KENXX,TZAXX,0.0
2031,10,13.0,KENXX,TZAXX,0.0
2031,10,14.0,KENXX,TZAXX,0.0
2031,10,15.0,KENXX,TZAXX,0.0
2031,10,16.0,KENXX,TZAXX,0.0
2031,10,17.0,KENXX,TZAXX,0.0
2031,10,18.0,KENXX,TZAXX,0.0
2031,10,19.0,KENXX,TZAXX,0.0
2031,10,20.0,KENXX,TZAXX,0.0
2031,10,21.0,KENXX,TZAXX,0.0
2031,10,22.0,KENXX,TZAXX,0.0
2031,10,23.0,KENXX,TZAXX,0.0
2031,10,24.0,KENXX,TZAXX,0.0
2031,11,1.0,KENXX,TZAXX,0.0
2031,11,2.0,KENXX,TZAXX,0.0
2031,11,3.0,KENXX,TZAXX,0.0
2031,11,4.0,KENXX,TZAXX,-0.32
2031,11,5.0,KENXX,TZAXX,-0.32
2031,11,6.0,KENXX,TZAXX,-0.32
2031,11,7.0,KENXX,TZAXX,-0.32
2031,11,8.0,KENXX,TZAXX,-0.32
2031,11,9.0,KENXX,TZAXX,-0.32
2031,11,10.0,KENXX,TZAXX,-0.32
2031,11,11.0,KENXX,TZAXX,-0.32
2031,11,12.0,KENXX,TZAXX,0.0
2031,11,13.0,KENXX,TZAXX,0.0
2031,11,14.0,KENXX,TZAXX,0.0
2031,11,15.0,KENXX,TZAXX,0.0
2031,11,16.0,KENXX,TZAXX,0.0
2031,11,17.0,KENXX,TZAXX,0.0
2031,11,18.0,KENXX,TZAXX,0.0
2031,11,19.0,KENXX,TZAXX,0.0
2031,11,20.0,KENXX,TZAXX,0.0
2031,11,21.0,KENXX,TZAXX,0.0
2031,11,22.0,KENXX,TZAXX,0.0
2031,11,23.0,KENXX,TZAXX,0.0
2031,11,24.0,KENXX,TZAXX,0.0
2031,12,1.0,KENXX,TZAXX,0.0
2031,12,2.0,KENXX,TZAXX,0.0
2031,12,3.0,KENXX,TZAXX,0.0
2031,12,4.0,KENXX,TZAXX,-0.32
2031,12,5.0,KENXX,TZAXX,-0.32
2031,12,6.0,KENXX,TZAXX,-0.32
2031,12,7.0,KENXX,TZAXX,-0.32
2031,12,8.0,KENXX,TZAXX,-0.32
2031,12,9.0,KENXX,TZAXX,-0.32
2031,12,10.0,KENXX,TZAXX,-0.32
2031,12,11.0,KENXX,TZAXX,-0.32
2031,12,12.0,KENXX,TZAXX,0.0
2031,12,13.0,KENXX,TZAXX,0.0
2031,12,14.0,KENXX,TZAXX,0.0
2031,12,15.0,KENXX,TZAXX,0.0
2031,12,16.0,KENXX,TZAXX,0.0
2031,12,17.0,KENXX,TZAXX,0.0
2031,12,18.0,KENXX,TZAXX,0.0
2031,12,19.0,KENXX,TZAXX,0.0
2031,12,20.0,KENXX,TZAXX,0.0
2031,12,21.0,KENXX,TZAXX,0.0
2031,12,22.0,KENXX,TZAXX,0.0
2031,12,23.0,KENXX,TZAXX,0.0
2031,12,24.0,KENXX,TZAXX,0.0
